LINKEDIN PROFILE NAME,LINKEDIN URL,POSTS LINK,CONTENT,CATEGORY
Steve Blank,https://www.linkedin.com/in/steveblank/,https://www.linkedin.com/feed/update/urn:li:activity:6594941400150798336,https://www.linkedin.com/pulse/how-convince-investors-youre-future-past-steve-blank?lipi=urn%3Ali%3Apage%3Ad_flagship3_detail_base%3BFhaFqGxoT6eufva51ppxow%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_detail_base-article_description,Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_the-street-an-800-room-student-hostel-by-activity-6701677234094264320-3O5F,"The Street, an 800-room student hostel by Sanjay Puri Architects in Mathura, Uttar Pradesh, India.",Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_school-of-economics-of-the-university-bocconi-activity-6700950871355879424-5zyv,"School of Economics of the University Bocconi in Milan, Italy.
Design by Grafton Architects, completed in 2008.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_activity-6700807589254578176-FWR8,NIL,Third Party Content
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_how-to-talk-to-programmers-activity-6700630735088431104-du-t,How to talk to programmers.,Third Party Content
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_be-activity-6700253041335132161-a62u,Be.,Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_activity-6700047846584020992-2a_u,NIL,Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_artificialintelligence-machinelearning-ai-activity-6699782537985748992-LQJa,"This week's issue of my weekly AI newsletter is now sent to the subscribers. You can find it in the comments to this post. Subscribe to receive a new issue every week in your email inbox.

In this issue: learning to transform video into a cartoon, a game for learning reinforcement learning, understanding the effectiveness of ensembles of deep models, a tutorial on deep generative models, a paper explained, and more.
",Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_the-wine-library-bar-in-zurich-switzerland-activity-6699164970946588672-WsLX,"The ""Wine Library"" Bar in Zurich, Switzerland. 33,000 antiquarian books can be read inside this bar. Design by interior architect Ushi Tamborriello, 2012.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_the-art-nouveau-style-hotel-gran-hotel-ciudad-activity-6699096648217444352-Osno,"The Art Nouveau style hotel Gran Hotel Ciudad de México in Mexico City by Frenchman Jacques Grüber, 1899.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_starbucks-in-dubai-uae-activity-6698811174647062528-e_dk,"Starbucks in Dubai, UAE.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_brooklyn-bridge-new-york-ny-activity-6698716127947743232-_eRx,"Brooklyn Bridge, New York, NY.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_sql-activity-6697943281730494464-WCs2,SQL,Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_magdeburg-water-bridge-saxony-anhalt-germany-activity-6697658064021127168-5Sbf,"Magdeburg Water Bridge, Saxony-Anhalt, Germany.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_artificialintelligence-machinelearning-ai-activity-6697205868418756608-Afle,"This week's issue of my weekly AI newsletter is now sent to the subscribers. You can find it in the comments to this post. Subscribe to receive a new issue every week in your email inbox. In this issue: deep learning's most important ideas, an AI that programs itself, theoretical insight into why deep learning is successful and, still, why it will not give us level 5 self-driving cars, a model that transforms selfies into a traditional portrait, and more.",Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_al-shaheed-monument-baghdad-iraq-by-saman-activity-6696943601315827712-V27C,"Al-Shaheed Monument, Baghdad, Iraq by Saman Kamal, 1983.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_activity-6696645289790570496-Wree,NIL,Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_jewel-changi-airport-singapore-activity-6696565777694375936-nZCs,"Jewel Changi Airport, Singapore.",Photos
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_middle-class-is-shrinking-across-the-globe-activity-6696254208825528321-xpP5,"Middle-class is shrinking across the globe.

The report: https://lnkd.in/g6YkHmX

Which income class does your family income fit in? Find it out: https://lnkd.in/gKRBzTX

""Middle income"" households are defined as those with income between 75% and 200% of the national median. The OECD average comprises available data from Australia, Canada, Denmark, Finland, France, United Kingdom, Ireland, Italy, Luxembourg, Mexico, Netherlands, Norway, Spain, Sweden, and United States.",Blog Post
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_activity-6696117446295859200-cS5c,NIL,Third Party Content
Andriyburkov,https://www.linkedin.com/in/andriyburkov/,https://www.linkedin.com/posts/andriyburkov_a-glance-at-the-cover-of-the-upcoming-book-activity-6695801924756873216-PAD5,A glance at the cover of the upcoming book.,Blog Post
